#proteinId;gotermId;goName;gotermType;goAcc
1981868;3546;transporter activity;molecular_function;GO:0005215
1981868;4927;transport;biological_process;GO:0006810
1981868;9321;integral to membrane;cellular_component;GO:0016021
1981870;4440;DNA repair;biological_process;GO:0006281
1981870;2175;nucleic acid binding;molecular_function;GO:0003676
1981870;3827;intracellular;cellular_component;GO:0005622
1981870;5939;zinc ion binding;molecular_function;GO:0008270
1981870;2353;DNA-directed DNA polymerase activity;molecular_function;GO:0003887
1981870;16887;DNA polymerase activity;molecular_function;GO:0034061
1981871;3043;protein kinase activity;molecular_function;GO:0004672
1981871;3736;ATP binding;molecular_function;GO:0005524
1981871;4602;protein amino acid phosphorylation;biological_process;GO:0006468
1981871;3045;protein serine/threonine kinase activity;molecular_function;GO:0004674
1981873;888;phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity;molecular_function;GO:0001668
1981873;5817;protein tyrosine/serine/threonine phosphatase activity;molecular_function;GO:0008138
1981873;5996;protein tyrosine/threonine phosphatase activity;molecular_function;GO:0008330
1981873;6224;JUN kinase phosphatase activity;molecular_function;GO:0008579
1981873;6581;phosphohistidine phosphatase activity;molecular_function;GO:0008969
1981873;9583;inositol bisphosphate phosphatase activity;molecular_function;GO:0016312
1981873;10185;MAP kinase tyrosine/serine/threonine phosphatase activity;molecular_function;GO:0017017
1981873;10316;inositol-1,3,4-trisphosphate 4-phosphatase activity;molecular_function;GO:0017161
1981873;11454;alpha-ribazole-5'-P phosphatase activity;molecular_function;GO:0019175
1981873;11457;NADP phosphatase activity;molecular_function;GO:0019178
1981873;11471;transmembrane receptor protein phosphatase activity;molecular_function;GO:0019198
1981873;13238;inositol-1,3,4,5,6-pentakisphosphate 3-phosphatase activity;molecular_function;GO:0030351
1981873;13239;inositol-1,4,5,6-tetrakisphosphate 6-phosphatase activity;molecular_function;GO:0030352
1981873;19191;5-amino-6-(5-phosphoribitylamino)uracil phosphatase activity;molecular_function;GO:0043726
1981873;19276;phosphatidylinositol-4-phosphate phosphatase activity;molecular_function;GO:0043812
1981873;19277;phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity;molecular_function;GO:0043813
1981875;3043;protein kinase activity;molecular_function;GO:0004672
1981875;3736;ATP binding;molecular_function;GO:0005524
1981875;4602;protein amino acid phosphorylation;biological_process;GO:0006468
1981876;9367;mRNA metabolic process;biological_process;GO:0016071
1981876;13392;ribonucleoprotein complex;cellular_component;GO:0030529
1981877;3838;nucleus;cellular_component;GO:0005634
1981879;2216;RNA binding;molecular_function;GO:0003723
1981879;4541;RNA processing;biological_process;GO:0006396
1981880;3727;protein binding;molecular_function;GO:0005515
1981880;5239;cell communication;biological_process;GO:0007154
1981880;17271;phosphoinositide binding;molecular_function;GO:0035091
1981883;3708;binding;molecular_function;GO:0005488
1981883;3935;mitochondrial inner membrane;cellular_component;GO:0005743
1981883;4927;transport;biological_process;GO:0006810
1981885;2175;nucleic acid binding;molecular_function;GO:0003676
1981885;5939;zinc ion binding;molecular_function;GO:0008270
1981885;3727;protein binding;molecular_function;GO:0005515
1981887;2227;structural constituent of ribosome;molecular_function;GO:0003735
1981887;3827;intracellular;cellular_component;GO:0005622
1981887;4025;ribosome;cellular_component;GO:0005840
1981887;4556;translation;biological_process;GO:0006412
1981888;3827;intracellular;cellular_component;GO:0005622
1981888;12091;rRNA binding;molecular_function;GO:0019843
1981888;2216;RNA binding;molecular_function;GO:0003723
1981888;2227;structural constituent of ribosome;molecular_function;GO:0003735
1981888;4556;translation;biological_process;GO:0006412
1981888;9241;small ribosomal subunit;cellular_component;GO:0015935
1981889;4994;intracellular protein transport;biological_process;GO:0006886
1981889;3827;intracellular;cellular_component;GO:0005622
1981896;4143;carbohydrate metabolic process;biological_process;GO:0005975
1981896;9573;kinase activity;molecular_function;GO:0016301
1981896;20755;gluconokinase activity;molecular_function;GO:0046316
1981898;2933;hydrolase activity, hydrolyzing O-glycosyl compounds;molecular_function;GO:0004553
1981898;4143;carbohydrate metabolic process;biological_process;GO:0005975
1981899;4283;electron transport;biological_process;GO:0006118
1981899;4851;aromatic compound metabolic process;biological_process;GO:0006725
1981899;5872;ferrous iron binding;molecular_function;GO:0008198
1981899;9710;oxidoreductase activity;molecular_function;GO:0016491
1981899;6301;2,3-dihydroxy-phenylpropionate 1,2-dioxygenase activity;molecular_function;GO:0008669
1981899;10848;2,3-dihydroxy DDT 1,2-dioxygenase activity;molecular_function;GO:0018542
1981899;10861;phenanthrene dioxygenase activity;molecular_function;GO:0018555
1981899;10862;2,2',3-trihydroxybiphenyl dioxygenase activity;molecular_function;GO:0018556
1981899;10863;1,2-dihydroxyfluorene 1,1-alpha-dioxygenase activity;molecular_function;GO:0018557
1981899;10864;5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline dioxygenase activity;molecular_function;GO:0018558
1981899;10865;1,1-dichloro-2-(dihydroxy-4-chlorophenyl)-(4-chlorophenyl)ethene 1,2-dioxygenase activity;molecular_function;GO:0018559
1981899;10866;protocatechuate 3,4-dioxygenase type II activity;molecular_function;GO:0018560
1981899;10867;2'-aminobiphenyl-2,3-diol 1,2-dioxygenase activity;molecular_function;GO:0018561
1981899;10868;3,4-dihydroxyfluorene 4,4-alpha-dioxygenase activity;molecular_function;GO:0018562
1981899;10869;2,3-dihydroxy-ethylbenzene 1,2-dioxygenase activity;molecular_function;GO:0018563
1981899;10870;carbazole 1,9a-dioxygenase activity;molecular_function;GO:0018564
1981899;10871;dihydroxydibenzothiophene dioxygenase activity;molecular_function;GO:0018565
1981899;10872;1,2-dihydroxynaphthalene-6-sulfonate 1,8a-dioxygenase activity;molecular_function;GO:0018566
1981899;10873;styrene dioxygenase activity;molecular_function;GO:0018567
1981899;10874;3,4-dihydroxyphenanthrene dioxygenase activity;molecular_function;GO:0018568
1981899;10875;hydroquinone 1,2-dioxygenase activity;molecular_function;GO:0018569
1981899;10876;p-cumate 2,3-dioxygenase activity;molecular_function;GO:0018570
1981899;10877;2,3-dihydroxy-p-cumate dioxygenase activity;molecular_function;GO:0018571
1981899;10878;3,5-dichlorocatechol 1,2-dioxygenase activity;molecular_function;GO:0018572
1981899;10879;2-aminophenol 1,6-dioxygenase activity;molecular_function;GO:0018573
1981899;10880;2,6-dichloro-p-hydroquinone 1,2-dioxygenase activity;molecular_function;GO:0018574
1981899;10881;chlorocatechol 1,2-dioxygenase activity;molecular_function;GO:0018575
1981899;11398;catechol dioxygenase activity;molecular_function;GO:0019114
1981899;11401;dihydroxyfluorene dioxygenase activity;molecular_function;GO:0019117
1981899;21492;4-hydroxycatechol 1,2-dioxygenase activity;molecular_function;GO:0047074
1981902;5765;N-acetyltransferase activity;molecular_function;GO:0008080
1981902;5830;metabolic process;biological_process;GO:0008152
1981902;2749;glucosamine 6-phosphate N-acetyltransferase activity;molecular_function;GO:0004343
1981903;3166;triacylglycerol lipase activity;molecular_function;GO:0004806
1981903;4758;lipid metabolic process;biological_process;GO:0006629
1981904;22360;glycerol 2-dehydrogenase (NADP+) activity;molecular_function;GO:0047953
1981905;9320;membrane;cellular_component;GO:0016020
1981905;3727;protein binding;molecular_function;GO:0005515
1981905;9480;vesicle-mediated transport;biological_process;GO:0016192
1981909;5830;metabolic process;biological_process;GO:0008152
1981909;10041;carbon-sulfur lyase activity;molecular_function;GO:0016846
1981910;5939;zinc ion binding;molecular_function;GO:0008270
1981910;9985;hydrolase activity;molecular_function;GO:0016787
1981910;2290;catalytic activity;molecular_function;GO:0003824
1981912;2290;catalytic activity;molecular_function;GO:0003824
1981912;4851;aromatic compound metabolic process;biological_process;GO:0006725
1981912;5873;ferric iron binding;molecular_function;GO:0008199
1981912;3721;iron ion binding;molecular_function;GO:0005506
1981912;7287;catechol metabolic process;biological_process;GO:0009712
1981912;10882;catechol 1,2-dioxygenase activity;molecular_function;GO:0018576
1981912;9903;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen;molecular_function;GO:0016702
1981915;9985;hydrolase activity;molecular_function;GO:0016787
1981917;3043;protein kinase activity;molecular_function;GO:0004672
1981917;3736;ATP binding;molecular_function;GO:0005524
1981917;4602;protein amino acid phosphorylation;biological_process;GO:0006468
1981917;3045;protein serine/threonine kinase activity;molecular_function;GO:0004674
1981917;3052;protein kinase CK2 activity;molecular_function;GO:0004682
1981920;2196;transcription factor activity;molecular_function;GO:0003700
1981920;3838;nucleus;cellular_component;GO:0005634
1981920;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1981920;5939;zinc ion binding;molecular_function;GO:0008270
1981920;2176;DNA binding;molecular_function;GO:0003677
1981920;4499;transcription;biological_process;GO:0006350
1981924;3546;transporter activity;molecular_function;GO:0005215
1981924;4927;transport;biological_process;GO:0006810
1981924;9320;membrane;cellular_component;GO:0016020
1981925;3079;protein-tyrosine kinase activity;molecular_function;GO:0004713
1981925;3736;ATP binding;molecular_function;GO:0005524
1981925;4602;protein amino acid phosphorylation;biological_process;GO:0006468
1981926;2175;nucleic acid binding;molecular_function;GO:0003676
1981926;3827;intracellular;cellular_component;GO:0005622
1981926;5939;zinc ion binding;molecular_function;GO:0008270
1981930;155;two-component response regulator activity;molecular_function;GO:0000156
1981930;157;two-component signal transduction system (phosphorelay);biological_process;GO:0000160
1981930;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1981934;9985;hydrolase activity;molecular_function;GO:0016787
1981934;6425;carboxymethylenebutenolidase activity;molecular_function;GO:0008806
1981936;11447;trans-2-enoyl-CoA reductase (NADPH) activity;molecular_function;GO:0019166
1981937;12037;small conjugating protein ligase activity;molecular_function;GO:0019787
1981937;19152;post-translational protein modification;biological_process;GO:0043687
1981937;24495;regulation of protein metabolic process;biological_process;GO:0051246
1981937;3200;ubiquitin-protein ligase activity;molecular_function;GO:0004842
1981937;24685;regulation of ubiquitin-protein ligase activity;biological_process;GO:0051438
1981937;24687;regulation of ubiquitin-protein ligase activity during meiotic cell cycle;biological_process;GO:0051440
1981937;24690;positive regulation of ubiquitin-protein ligase activity;biological_process;GO:0051443
1981937;24691;negative regulation of ubiquitin-protein ligase activity;biological_process;GO:0051444
1981939;3737;GTP binding;molecular_function;GO:0005525
1981940;2290;catalytic activity;molecular_function;GO:0003824
1981940;6151;mannan endo-1,6-alpha-mannosidase activity;molecular_function;GO:0008496
1981945;2338;6-phosphofructokinase activity;molecular_function;GO:0003872
1981945;4116;6-phosphofructokinase complex;cellular_component;GO:0005945
1981945;4261;glycolysis;biological_process;GO:0006096
1981945;3930;cytoplasm;cellular_component;GO:0005737
1981946;2196;transcription factor activity;molecular_function;GO:0003700
1981946;3838;nucleus;cellular_component;GO:0005634
1981946;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1981946;5939;zinc ion binding;molecular_function;GO:0008270
1981947;2378;GTPase activity;molecular_function;GO:0003924
1981947;3737;GTP binding;molecular_function;GO:0005525
1981947;2229;translation elongation factor activity;molecular_function;GO:0003746
1981947;3930;cytoplasm;cellular_component;GO:0005737
1981947;4558;translational elongation;biological_process;GO:0006414
1981950;6667;biosynthetic process;biological_process;GO:0009058
1981950;9940;transferase activity;molecular_function;GO:0016740
1981951;2196;transcription factor activity;molecular_function;GO:0003700
1981951;3838;nucleus;cellular_component;GO:0005634
1981951;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1981951;5939;zinc ion binding;molecular_function;GO:0008270
1981951;19030;sequence-specific DNA binding;molecular_function;GO:0043565
1981952;4637;GPI anchor biosynthetic process;biological_process;GO:0006506
1981952;9321;integral to membrane;cellular_component;GO:0016021
1981952;10330;phosphatidylinositol N-acetylglucosaminyltransferase activity;molecular_function;GO:0017176
1981953;3043;protein kinase activity;molecular_function;GO:0004672
1981953;3736;ATP binding;molecular_function;GO:0005524
1981953;4602;protein amino acid phosphorylation;biological_process;GO:0006468
1981953;3045;protein serine/threonine kinase activity;molecular_function;GO:0004674
1981953;3046;transmembrane receptor protein serine/threonine kinase activity;molecular_function;GO:0004675
1981953;3047;3-phosphoinositide-dependent protein kinase activity;molecular_function;GO:0004676
1981953;3048;DNA-dependent protein kinase activity;molecular_function;GO:0004677
1981953;3049;AMP-activated protein kinase activity;molecular_function;GO:0004679
1981953;3050;casein kinase activity;molecular_function;GO:0004680
1981953;3051;casein kinase I activity;molecular_function;GO:0004681
1981953;3057;cyclic nucleotide-dependent protein kinase activity;molecular_function;GO:0004690
1981953;3061;eukaryotic translation initiation factor 2alpha kinase activity;molecular_function;GO:0004694
1981953;3062;galactosyltransferase-associated kinase activity;molecular_function;GO:0004695
1981953;3063;glycogen synthase kinase 3 activity;molecular_function;GO:0004696
1981953;3065;calcium-dependent protein kinase C activity;molecular_function;GO:0004698
1981953;3067;atypical protein kinase C activity;molecular_function;GO:0004700
1981953;3068;receptor signaling protein serine/threonine kinase activity;molecular_function;GO:0004702
1981953;3070;NF-kappaB-inducing kinase activity;molecular_function;GO:0004704
1981953;3071;JUN kinase activity;molecular_function;GO:0004705
1981953;3072;JUN kinase kinase kinase activity;molecular_function;GO:0004706
1981953;3074;MAP kinase kinase activity;molecular_function;GO:0004708
1981953;3076;MAP/ERK kinase kinase activity;molecular_function;GO:0004710
1981953;3077;ribosomal protein S6 kinase activity;molecular_function;GO:0004711
1981953;3084;Janus kinase activity;molecular_function;GO:0004718
1981953;6004;MAP kinase 1 activity;molecular_function;GO:0008338
1981953;6005;MP kinase activity;molecular_function;GO:0008339
1981953;6015;MAP kinase kinase kinase kinase activity;molecular_function;GO:0008349
1981953;6196;JUN kinase kinase activity;molecular_function;GO:0008545
1981953;10102;MAP kinase 2 activity;molecular_function;GO:0016908
1981953;10103;SAP kinase activity;molecular_function;GO:0016909
1981953;11472;transmembrane receptor protein kinase activity;molecular_function;GO:0019199
1981953;12154;cyclin-dependent protein kinase activating kinase activity;molecular_function;GO:0019912
1981953;17037;GTP-dependent protein kinase activity;molecular_function;GO:0034211
1981956;2196;transcription factor activity;molecular_function;GO:0003700
1981956;3838;nucleus;cellular_component;GO:0005634
1981956;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1981956;5939;zinc ion binding;molecular_function;GO:0008270
1981957;5830;metabolic process;biological_process;GO:0008152
1981957;5846;methyltransferase activity;molecular_function;GO:0008168
1981957;2304;sterol 24-C-methyltransferase activity;molecular_function;GO:0003838
1981959;9320;membrane;cellular_component;GO:0016020
1981959;12906;metal ion transport;biological_process;GO:0030001
1981959;21296;metal ion transmembrane transporter activity;molecular_function;GO:0046873
1981959;2403;NAD+ ADP-ribosyltransferase activity;molecular_function;GO:0003950
1981961;2378;GTPase activity;molecular_function;GO:0003924
1981961;3737;GTP binding;molecular_function;GO:0005525
1981964;221;N-acetylglucosaminylphosphatidylinositol deacetylase activity;molecular_function;GO:0000225
1981965;9367;mRNA metabolic process;biological_process;GO:0016071
1981965;13392;ribonucleoprotein complex;cellular_component;GO:0030529
1981967;2290;catalytic activity;molecular_function;GO:0003824
1981967;5830;metabolic process;biological_process;GO:0008152
1981968;2227;structural constituent of ribosome;molecular_function;GO:0003735
1981968;3827;intracellular;cellular_component;GO:0005622
1981968;4025;ribosome;cellular_component;GO:0005840
1981968;4556;translation;biological_process;GO:0006412
1981970;9320;membrane;cellular_component;GO:0016020
1981970;12906;metal ion transport;biological_process;GO:0030001
1981970;21296;metal ion transmembrane transporter activity;molecular_function;GO:0046873
1981973;5830;metabolic process;biological_process;GO:0008152
1981974;4977;amino acid transport;biological_process;GO:0006865
1981974;9321;integral to membrane;cellular_component;GO:0016021
1981974;4927;transport;biological_process;GO:0006810
1981974;9320;membrane;cellular_component;GO:0016020
1981974;2176;DNA binding;molecular_function;GO:0003677
1981974;3838;nucleus;cellular_component;GO:0005634
1981974;4499;transcription;biological_process;GO:0006350
1981974;5939;zinc ion binding;molecular_function;GO:0008270
1981975;3721;iron ion binding;molecular_function;GO:0005506
1981975;9710;oxidoreductase activity;molecular_function;GO:0016491
1981975;648;sulfonate dioxygenase activity;molecular_function;GO:0000907
1981975;7860;2-oxoglutarate-dependent dioxygenase activity;molecular_function;GO:0010302
1981975;10908;2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity;molecular_function;GO:0018602
1981975;12048;procollagen-proline dioxygenase activity;molecular_function;GO:0019798
1981975;19199;DNA-N1-methyladenine dioxygenase activity;molecular_function;GO:0043734
1981976;3721;iron ion binding;molecular_function;GO:0005506
1981976;9710;oxidoreductase activity;molecular_function;GO:0016491
1981976;648;sulfonate dioxygenase activity;molecular_function;GO:0000907
1981976;7860;2-oxoglutarate-dependent dioxygenase activity;molecular_function;GO:0010302
1981976;10908;2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity;molecular_function;GO:0018602
1981976;12048;procollagen-proline dioxygenase activity;molecular_function;GO:0019798
1981976;19199;DNA-N1-methyladenine dioxygenase activity;molecular_function;GO:0043734
1981978;6429;cellulase activity;molecular_function;GO:0008810
1981979;4712;melanin metabolic process;biological_process;GO:0006582
1981979;10031;hydro-lyase activity;molecular_function;GO:0016836
1981979;13291;scytalone dehydratase activity;molecular_function;GO:0030411
1981980;2175;nucleic acid binding;molecular_function;GO:0003676
1981980;3736;ATP binding;molecular_function;GO:0005524
1981980;5716;ATP-dependent helicase activity;molecular_function;GO:0008026
1981980;2792;helicase activity;molecular_function;GO:0004386
1981981;3722;copper ion binding;molecular_function;GO:0005507
1981981;5811;amine oxidase activity;molecular_function;GO:0008131
1981981;6905;amine metabolic process;biological_process;GO:0009308
1981981;22442;quinone binding;molecular_function;GO:0048038
1981987;3642;sugar:hydrogen symporter activity;molecular_function;GO:0005351
1981987;6276;carbohydrate transport;biological_process;GO:0008643
1981987;9320;membrane;cellular_component;GO:0016020
1981987;3546;transporter activity;molecular_function;GO:0005215
1981987;4927;transport;biological_process;GO:0006810
1981987;9321;integral to membrane;cellular_component;GO:0016021
1981988;5830;metabolic process;biological_process;GO:0008152
1981988;9710;oxidoreductase activity;molecular_function;GO:0016491
1981988;21295;metal ion binding;molecular_function;GO:0046872
1981988;11807;propionate catabolic process;biological_process;GO:0019543
1981988;21958;2-methylcitrate dehydratase activity;molecular_function;GO:0047547
1981988;2466;alcohol dehydrogenase activity;molecular_function;GO:0004022
1981988;2467;alcohol dehydrogenase activity, metal ion-independent;molecular_function;GO:0004023
1981988;2468;alcohol dehydrogenase activity, zinc-dependent;molecular_function;GO:0004024
1981988;2469;alcohol dehydrogenase activity, iron-dependent;molecular_function;GO:0004025
1981991;24;alpha-1,6-mannosyltransferase activity;molecular_function;GO:0000009
1981991;42;alpha-1,2-mannosyltransferase activity;molecular_function;GO:0000026
1981991;45;mannosyltransferase activity;molecular_function;GO:0000030
1981991;48;alpha-1,3-mannosyltransferase activity;molecular_function;GO:0000033
1981991;1170;alpha-1,3-galactosyltransferase activity;molecular_function;GO:0001962
1981991;2430;UDP-glucose:glycoprotein glucosyltransferase activity;molecular_function;GO:0003980
1981991;2782;glycolipid mannosyltransferase activity;molecular_function;GO:0004376
1981991;2953;oligosaccharyl transferase activity;molecular_function;GO:0004576
1981991;2959;dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity;molecular_function;GO:0004583
1981991;6039;acetylglucosaminyltransferase activity;molecular_function;GO:0008375
1981991;6040;acetylgalactosaminyltransferase activity;molecular_function;GO:0008376
1981991;6042;galactosyltransferase activity;molecular_function;GO:0008378
1981991;6077;fucosyltransferase activity;molecular_function;GO:0008417
1981991;6376;O antigen polymerase activity;molecular_function;GO:0008755
1981991;6535;lipopolysaccharide-1,6-galactosyltransferase activity;molecular_function;GO:0008921
1981991;9532;UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity;molecular_function;GO:0016253
1981991;9958;cellulose synthase activity;molecular_function;GO:0016759
1981991;11017;9-phenanthrol UDP-glucuronosyltransferase activity;molecular_function;GO:0018715
1981991;11018;1-phenanthrol glycosyltransferase activity;molecular_function;GO:0018716
1981991;11019;9-phenanthrol glycosyltransferase activity;molecular_function;GO:0018717
1981991;11020;1,2-dihydroxy-phenanthrene glycosyltransferase activity;molecular_function;GO:0018718
1981991;11396;phenanthrol glycosyltransferase activity;molecular_function;GO:0019112
1981991;11466;beta-1,4-mannosyltransferase activity;molecular_function;GO:0019187
1981991;14119;alpha-1,2-galactosyltransferase activity;molecular_function;GO:0031278
1981991;16390;dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity;molecular_function;GO:0033556
1981991;17801;dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;molecular_function;GO:0042281
1981991;17803;dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity;molecular_function;GO:0042283
1981991;19616;inositol phosphoceramide synthase activity;molecular_function;GO:0045140
1981991;20962;glucosyltransferase activity;molecular_function;GO:0046527
1981991;21342;alpha(1,3)-fucosyltransferase activity;molecular_function;GO:0046920
1981991;21343;alpha(1,6)-fucosyltransferase activity;molecular_function;GO:0046921
1981992;10304;negative regulation of translation;biological_process;GO:0017148
1981992;13459;rRNA N-glycosylase activity;molecular_function;GO:0030598
1981996;5765;N-acetyltransferase activity;molecular_function;GO:0008080
1981996;5830;metabolic process;biological_process;GO:0008152
1981996;2802;histone acetyltransferase activity;molecular_function;GO:0004402
1981997;2700;subtilase activity;molecular_function;GO:0004289
1981997;4639;proteolysis;biological_process;GO:0006508
1981997;5908;serine-type peptidase activity;molecular_function;GO:0008236
1981997;11413;tripeptidyl-peptidase I activity;molecular_function;GO:0019131
1981998;110;histidine biosynthetic process;biological_process;GO:0000105
1981998;2799;histidinol dehydrogenase activity;molecular_function;GO:0004399
1981998;5939;zinc ion binding;molecular_function;GO:0008270
1981998;24535;NAD binding;molecular_function;GO:0051287
1981998;5830;metabolic process;biological_process;GO:0008152
1981998;9710;oxidoreductase activity;molecular_function;GO:0016491
1981999;5830;metabolic process;biological_process;GO:0008152
1981999;9710;oxidoreductase activity;molecular_function;GO:0016491
1981999;2723;3-oxoacyl-[acyl-carrier-protein] reductase activity;molecular_function;GO:0004316
1982000;2888;monooxygenase activity;molecular_function;GO:0004497
1982000;4283;electron transport;biological_process;GO:0006118
1982000;4851;aromatic compound metabolic process;biological_process;GO:0006725
1982000;5830;metabolic process;biological_process;GO:0008152
1982000;9710;oxidoreductase activity;molecular_function;GO:0016491
1982000;10026;carboxy-lyase activity;molecular_function;GO:0016831
1982000;10964;salicylate 1-monooxygenase activity;molecular_function;GO:0018658
1982001;5830;metabolic process;biological_process;GO:0008152
1982001;9710;oxidoreductase activity;molecular_function;GO:0016491
1982001;2750;glucose dehydrogenase activity;molecular_function;GO:0004344
1982001;10756;pinocarveol dehydrogenase activity;molecular_function;GO:0018446
1982001;10757;chloral hydrate dehydrogenase activity;molecular_function;GO:0018447
1982001;10758;hydroxymethylmethylsilanediol oxidase activity;molecular_function;GO:0018448
1982001;10759;1-phenylethanol dehydrogenase activity;molecular_function;GO:0018449
1982001;10760;myrtenol dehydrogenase activity;molecular_function;GO:0018450
1982001;17983;versicolorin reductase activity;molecular_function;GO:0042469
1982001;20156;ketoreductase activity;molecular_function;GO:0045703
1982002;9710;oxidoreductase activity;molecular_function;GO:0016491
1982002;23919;FAD binding;molecular_function;GO:0050660
1982002;2290;catalytic activity;molecular_function;GO:0003824
1982003;4639;proteolysis;biological_process;GO:0006508
1982003;6110;X-Pro aminopeptidase activity;molecular_function;GO:0008451
1982003;5830;metabolic process;biological_process;GO:0008152
1982003;9985;hydrolase activity;molecular_function;GO:0016787
1982003;10247;X-Pro dipeptidyl-peptidase activity;molecular_function;GO:0017088
1982004;2196;transcription factor activity;molecular_function;GO:0003700
1982004;3838;nucleus;cellular_component;GO:0005634
1982004;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1982004;5939;zinc ion binding;molecular_function;GO:0008270
1982004;2175;nucleic acid binding;molecular_function;GO:0003676
1982004;3827;intracellular;cellular_component;GO:0005622
1982004;2176;DNA binding;molecular_function;GO:0003677
1982004;4499;transcription;biological_process;GO:0006350
1982006;4283;electron transport;biological_process;GO:0006118
1982006;4851;aromatic compound metabolic process;biological_process;GO:0006725
1982006;5872;ferrous iron binding;molecular_function;GO:0008198
1982006;9710;oxidoreductase activity;molecular_function;GO:0016491
1982006;6301;2,3-dihydroxy-phenylpropionate 1,2-dioxygenase activity;molecular_function;GO:0008669
1982006;10848;2,3-dihydroxy DDT 1,2-dioxygenase activity;molecular_function;GO:0018542
1982006;10861;phenanthrene dioxygenase activity;molecular_function;GO:0018555
1982006;10862;2,2',3-trihydroxybiphenyl dioxygenase activity;molecular_function;GO:0018556
1982006;10863;1,2-dihydroxyfluorene 1,1-alpha-dioxygenase activity;molecular_function;GO:0018557
1982006;10864;5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline dioxygenase activity;molecular_function;GO:0018558
1982006;10865;1,1-dichloro-2-(dihydroxy-4-chlorophenyl)-(4-chlorophenyl)ethene 1,2-dioxygenase activity;molecular_function;GO:0018559
1982006;10866;protocatechuate 3,4-dioxygenase type II activity;molecular_function;GO:0018560
1982006;10867;2'-aminobiphenyl-2,3-diol 1,2-dioxygenase activity;molecular_function;GO:0018561
1982006;10868;3,4-dihydroxyfluorene 4,4-alpha-dioxygenase activity;molecular_function;GO:0018562
1982006;10869;2,3-dihydroxy-ethylbenzene 1,2-dioxygenase activity;molecular_function;GO:0018563
1982006;10870;carbazole 1,9a-dioxygenase activity;molecular_function;GO:0018564
1982006;10871;dihydroxydibenzothiophene dioxygenase activity;molecular_function;GO:0018565
1982006;10872;1,2-dihydroxynaphthalene-6-sulfonate 1,8a-dioxygenase activity;molecular_function;GO:0018566
1982006;10873;styrene dioxygenase activity;molecular_function;GO:0018567
1982006;10874;3,4-dihydroxyphenanthrene dioxygenase activity;molecular_function;GO:0018568
1982006;10875;hydroquinone 1,2-dioxygenase activity;molecular_function;GO:0018569
1982006;10876;p-cumate 2,3-dioxygenase activity;molecular_function;GO:0018570
1982006;10877;2,3-dihydroxy-p-cumate dioxygenase activity;molecular_function;GO:0018571
1982006;10878;3,5-dichlorocatechol 1,2-dioxygenase activity;molecular_function;GO:0018572
1982006;10879;2-aminophenol 1,6-dioxygenase activity;molecular_function;GO:0018573
1982006;10880;2,6-dichloro-p-hydroquinone 1,2-dioxygenase activity;molecular_function;GO:0018574
1982006;10881;chlorocatechol 1,2-dioxygenase activity;molecular_function;GO:0018575
1982006;11398;catechol dioxygenase activity;molecular_function;GO:0019114
1982006;11401;dihydroxyfluorene dioxygenase activity;molecular_function;GO:0019117
1982006;21492;4-hydroxycatechol 1,2-dioxygenase activity;molecular_function;GO:0047074
1982007;5830;metabolic process;biological_process;GO:0008152
1982007;9710;oxidoreductase activity;molecular_function;GO:0016491
1982007;2473;aldehyde dehydrogenase (NAD) activity;molecular_function;GO:0004029
1982009;5830;metabolic process;biological_process;GO:0008152
1982009;9710;oxidoreductase activity;molecular_function;GO:0016491
1982009;2473;aldehyde dehydrogenase (NAD) activity;molecular_function;GO:0004029
1982012;2196;transcription factor activity;molecular_function;GO:0003700
1982012;3838;nucleus;cellular_component;GO:0005634
1982012;4504;regulation of transcription, DNA-dependent;biological_process;GO:0006355
1982012;5939;zinc ion binding;molecular_function;GO:0008270
1982012;3085;protein-L-isoaspartate (D-aspartate) O-methyltransferase activity;molecular_function;GO:0004719
1982013;4283;electron transport;biological_process;GO:0006118
1982013;9710;oxidoreductase activity;molecular_function;GO:0016491
1982015;4283;electron transport;biological_process;GO:0006118
1982015;9710;oxidoreductase activity;molecular_function;GO:0016491
1982016;2368;DNA photolyase activity;molecular_function;GO:0003913
1982016;4440;DNA repair;biological_process;GO:0006281
1982016;2360;deoxyribodipyrimidine photo-lyase activity;molecular_function;GO:0003904
